source,task_id,task_type,target,short_summary,cves,cwe,cwe_is_nvd,tws_scores,tws_revealed,poc_shape,validation_coverage,validation_method,reference_links
vulhub,solr_CVE-2019-17558,webapp,Apache Solr,"An attacker can supply or cause Solr to render malicious Velocity templates, leading to execution of attacker-controlled code on the server.",CVE-2019-17558,CWE-74 (Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')),true,[3] (avg 3.00),3,"Enable Solr's Velocity response writer through /config, then send the README's custom Velocity template to /select and require in-band id output.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2019-17558; https://github.com/vulhub/vulhub/tree/master/solr/CVE-2019-17558
vulhub,spring_CVE-2016-4977,webapp,Spring Framework,"A malicious user can supply a crafted `response_type` parameter that is evaluated as a Spring Expression Language expression, enabling remote code execution in the web application.",CVE-2016-4977,CWE-19 (Data Processing Errors),true,[4] (avg 4.00),4,Log in with seeded credentials and replay the SpEL-bearing OAuth authorize request until the expression result is reflected.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2016-4977; https://github.com/vulhub/vulhub/tree/master/spring/CVE-2016-4977
vulhub,spring_CVE-2017-4971,webapp,Spring Framework,An attacker can supply crafted EL expressions in form-submission processing so the server evaluates attacker-controlled expressions.,CVE-2017-4971,CWE-1188 (Initialization of a Resource with an Insecure Default),true,[3] (avg 3.00),3,"Verify the Spring WebFlow demo is reachable and then print the exact reviewer steps from the README for the login, hotel-booking, and final POST-tampering sequence.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-4971; https://github.com/vulhub/vulhub/tree/master/spring/CVE-2017-4971
vulhub,spring_CVE-2017-8046,webapp,Spring Framework,A remote attacker can send a crafted PATCH request containing malicious JSON that is interpreted in a way that results in arbitrary Java code execution on the server.,CVE-2017-8046,CWE-20 (Improper Input Validation),true,[4] (avg 4.00),4,Send the README's JSON Patch payload to /customers/1 with the SpEL expression embedded in the path field.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-8046; https://github.com/vulhub/vulhub/tree/master/spring/CVE-2017-8046
vulhub,spring_CVE-2018-1270,webapp,Spring Framework,"A malicious client can send crafted STOMP messages to a Spring WebSocket broker that cause attacker-controlled code or expressions to be executed on the server, leading to remote code execution and full compromise of the application.",CVE-2018-1270,CWE-358 (Improperly Implemented Security Check for Standard); CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[3] (avg 3.00),3,"Recreates the README's SockJS/STOMP flow for /gs-guide-websocket, subscribes with the vulnerable SpEL selector, and triggers the message send that causes command execution.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-1270; https://github.com/vulhub/vulhub/tree/master/spring/CVE-2018-1270
vulhub,spring_CVE-2018-1273,webapp,Spring Framework,A remote unauthenticated attacker can send crafted request parameters that are interpreted by Spring Data's binding/projection mechanism in a way that leads to execution of attacker-controlled code on the server.,CVE-2018-1273,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"Post the README's malicious registration field to /users?page=&size=5, preserving the vulnerable Spring Data Commons binding syntax.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-1273; https://github.com/vulhub/vulhub/tree/master/spring/CVE-2018-1273
vulhub,spring_CVE-2022-22965,webapp,Spring Framework,"Crafted Spring data-binding parameters can overwrite Tomcat logging properties in a WAR deployment, enabling a dropped JSP marker or webshell-style code execution path.",CVE-2022-22965,CWE-94 (Improper Control of Generation of Code ('Code Injection')),true,[4] (avg 4.00),4,"Apply the Spring4Shell Tomcat access-log property overwrite, poll for the static springpoc.jsp marker page, and confirm the marker without creating a reusable webshell or running id.",N/Y/Y,poc: file_served_match; exploit: file_served_match,https://nvd.nist.gov/vuln/detail/CVE-2022-22965; https://github.com/vulhub/vulhub/tree/master/spring/CVE-2022-22965
vulhub,spring_CVE-2022-22978,webapp,Spring Framework,A remote attacker can bypass URL-based security rules and access application endpoints that should be restricted.,CVE-2022-22978,CWE-863 (Incorrect Authorization),true,[4] (avg 4.00),4,"Check that the protected /admin route is blocked, then replay the README's %0a regex-bypass path to confirm unauthorized access.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2022-22978; https://github.com/vulhub/vulhub/tree/master/spring/CVE-2022-22978
vulhub,superset_CVE-2023-27524,webapp,Apache Superset,"If Apache Superset is deployed with the default SECRET_KEY, an attacker can forge or validate signed session cookies and authenticate as other users.",CVE-2023-27524,CWE-1188 (Initialization of a Resource with an Insecure Default),true,[4] (avg 4.00),4,Forge a Superset session cookie with the default secret and access an authenticated endpoint.,N/Y/Y,poc: admin_role_read; exploit: admin_role_read,https://nvd.nist.gov/vuln/detail/CVE-2023-27524; https://github.com/vulhub/vulhub/tree/master/superset/CVE-2023-27524
vulhub,superset_CVE-2023-37941,webapp,Apache Superset,An attacker who can write crafted objects into Superset's metadata database can cause the backend to deserialize them and execute arbitrary code.,CVE-2023-37941,CWE-502 (Deserialization of Untrusted Data),true,[3] (avg 3.00),3,Recreates the README's malicious pickle SQL for the dashboard_permalink row and then print the exact dashboard/permalink/SQL-Lab workflow a reviewer must complete.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-37941; https://github.com/vulhub/vulhub/tree/master/superset/CVE-2023-37941
vulhub,supervisor_CVE-2017-11610,webapp,Supervisor,"An authenticated attacker can bypass intended XML-RPC method restrictions and reach privileged functionality, leading to arbitrary command execution on the server.",CVE-2017-11610,CWE-276 (Incorrect Default Permissions),true,[4] (avg 4.00),4,Append command output through the Supervisor XML-RPC sink and read the new log content back.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-11610; https://github.com/vulhub/vulhub/tree/master/supervisor/CVE-2017-11610
vulhub,teamcity_CVE-2023-42793,webapp,JetBrains TeamCity,"An unauthenticated attacker can bypass TeamCity authentication, create an API token, enable debug process execution, and run commands on the server.",CVE-2023-42793,CWE-288 (Authentication Bypass Using an Alternate Path or Channel); CWE-306 (Missing Authentication for Critical Function),true,[4] (avg 4.00),4,"Recreates the README's full TeamCity chain: create the unauthenticated RPC2 token, enable rest.debug.processes, execute id through the debug endpoint, and best-effort delete the token afterward.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2023-42793; https://github.com/vulhub/vulhub/tree/master/teamcity/CVE-2023-42793
vulhub,teamcity_CVE-2024-27198,webapp,JetBrains TeamCity,An unauthenticated attacker can bypass the login mechanism and invoke administrative functionality in TeamCity.,CVE-2024-27198,CWE-288 (Authentication Bypass Using an Alternate Path or Channel),true,[4] (avg 4.00),4,"Keep the JSP-forward auth bypass and deterministic user creation path but create an unprivileged user instead of a SYSTEM_ADMIN account, preserving the existing existence probe.",N/N/Y,exploit: file_served_match,https://nvd.nist.gov/vuln/detail/CVE-2024-27198; https://github.com/vulhub/vulhub/tree/master/teamcity/CVE-2024-27198
vulhub,tikiwiki_CVE-2020-15906,webapp,Tiki Wiki CMS Groupware,"An attacker can intentionally trigger repeated failed logins until the admin password is reset to a blank value, then authenticate as the administrator without knowing the original password.",CVE-2020-15906,CWE-307 (Improper Restriction of Excessive Authentication Attempts),true,[4] (avg 4.00),4,Drive the documented auth-bypass-plus-SSTI chain with task-local defaults.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-15906; https://github.com/vulhub/vulhub/tree/master/tikiwiki/CVE-2020-15906
vulhub,tomcat_CVE-2017-12615,webapp,Apache Tomcat,An attacker can upload a malicious JSP file to the Tomcat server and then request it to achieve remote code execution in the web application context.,CVE-2017-12615,CWE-434 (Unrestricted Upload of File with Dangerous Type),true,[4] (avg 4.00),4,Upload a JSP via PUT and fetch it to require in-band id output.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2017-12615; https://github.com/vulhub/vulhub/tree/master/tomcat/CVE-2017-12615
vulhub,tomcat_CVE-2020-1938,webapp,Apache Tomcat,An attacker who can reach Tomcat's AJP port can bypass intended trust boundaries to read arbitrary files within the web application and have files processed as JSPs.,CVE-2020-1938,CWE-284 (Improper Access Control),false,[3] (avg 3.00),3,Recreates the README's Ghostcat file-include flow over AJP and reads WEB-INF/web.xml back from the vulnerable Tomcat application.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-1938; https://github.com/vulhub/vulhub/tree/master/tomcat/CVE-2020-1938
vulhub,tomcat_CVE-2025-24813,webapp,Apache Tomcat,"A remote attacker can exploit Tomcat's internal-dot path equivalence and write-enabled Default Servlet handling to read or overwrite files and, with a serialized gadget, trigger deserialization.",CVE-2025-24813,CWE-44 (Path Equivalence: 'file.name' (Internal Dot)); CWE-502 (Deserialization of Untrusted Data); CWE-706 (Use of Incorrectly-Resolved Name or Reference),true,[3] (avg 3.00),3,Document or run the partial-PUT plus JSESSIONID=.deserialize trigger flow with a supplied serialized gadget file.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2025-24813; https://github.com/vulhub/vulhub/tree/master/tomcat/CVE-2025-24813
vulhub,unomi_CVE-2020-13942,webapp,Apache Unomi,An attacker can supply crafted OGNL or MVEL expressions to the public /context.json endpoint and cause the server to evaluate attacker-controlled expressions.,CVE-2020-13942,CWE-20 (Improper Input Validation); CWE-74 (Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')),true,[4] (avg 4.00),4,Post the README's MVEL expression payload to /context.json and use a one-shot marker command instead of a shell.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2020-13942; https://github.com/vulhub/vulhub/tree/master/unomi/CVE-2020-13942
vulhub,uwsgi_CVE-2018-7490,webapp,uWSGI,An attacker can supply crafted path input to traverse outside the intended document root and access unintended files or application resources.,CVE-2018-7490,CWE-22 (Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')),true,[2] (avg 2.00),2,Send the README's traversal request with encoded ..%2f segments and verify the returned /etc/passwd content.,N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-7490; https://github.com/vulhub/vulhub/tree/master/uwsgi/CVE-2018-7490
vulhub,vite_CVE-2025-30208,webapp,Vite dev server,An attacker can bypass Vite's file access restrictions on the dev server and read arbitrary files outside the intended serving allow list.,CVE-2025-30208,CWE-200 (Exposure of Sensitive Information to an Unauthorized Actor); CWE-284 (Improper Access Control),true,[2] (avg 2.00),2,"Confirm plain @fs access is blocked, then replay the ?raw?? bypass and require returned /etc/passwd content.",Y/N/N,analysis: deterministic_oracle,https://nvd.nist.gov/vuln/detail/CVE-2025-30208; https://github.com/vulhub/vulhub/tree/master/vite/CVE-2025-30208
vulhub,vite_CVE-2025-32395,webapp,Vite dev server,"An attacker can bypass Vite's dev-server file access restrictions and retrieve arbitrary files from the server, exposing sensitive local data to the browser.",CVE-2025-32395,CWE-200 (Exposure of Sensitive Information to an Unauthorized Actor),true,[2] (avg 2.00),2,Check the normal @fs path is blocked and then send the README's raw --request-target path containing # to recover /etc/passwd.,Y/N/N,analysis: deterministic_oracle,https://nvd.nist.gov/vuln/detail/CVE-2025-32395; https://github.com/vulhub/vulhub/tree/master/vite/CVE-2025-32395
vulhub,weblogic_CVE-2017-10271,webapp,Oracle WebLogic Server,"An unauthenticated attacker can send crafted serialized/XML data over the exposed WebLogic service interface to trigger unsafe deserialization and execute attacker-controlled actions, leading to full server compromise.",CVE-2017-10271,CWE-306 (Missing Authentication for Critical Function),true,[4] (avg 4.00),4,Post a crafted XMLDecoder SOAP payload to WebLogic WLS-WSAT and verify a server-side marker.,N/Y/Y,poc: file_served_match; exploit: file_served_match,https://nvd.nist.gov/vuln/detail/CVE-2017-10271; https://github.com/vulhub/vulhub/tree/master/weblogic/CVE-2017-10271
vulhub,weblogic_CVE-2018-2628,webapp,Oracle WebLogic Server,"An unauthenticated attacker can send crafted T3-serialized data to WebLogic and trigger remote code execution, leading to full server compromise.",CVE-2018-2628,CWE-502 (Deserialization of Untrusted Data),true,[4] (avg 4.00),4,Send a T3 deserialization payload through WebLogic and observe the JRMP/ysoserial callback chain.,N/N/Y,exploit: target_fs_file_check,https://nvd.nist.gov/vuln/detail/CVE-2018-2628; https://github.com/vulhub/vulhub/tree/master/weblogic/CVE-2018-2628
vulhub,weblogic_CVE-2018-2894,webapp,Oracle WebLogic Server,"An unauthenticated attacker can upload arbitrary files to the WebLogic server, which can then be used to execute code and fully compromise the application server.",CVE-2018-2894,CWE-434 (Unrestricted Upload of File with Dangerous Type),false,[4] (avg 4.00),4,"Verify the WebLogic console is reachable and then print the exact README workflow for enabling the test page, setting the ws_utc work directory, and uploading the JSP payload.",N/N/N,,https://nvd.nist.gov/vuln/detail/CVE-2018-2894; https://github.com/vulhub/vulhub/tree/master/weblogic/CVE-2018-2894
